533653,http://www.vancouver.wsu.edu/encs/,Computers
533654,http://school.eecs.wsu.edu/,Computers
533655,http://www.tacoma.washington.edu/tech/,Computers
533656,http://www.lcsee.cemr.wvu.edu/,Computers
533657,http://www.cs.uwec.edu/,Computers
533658,http://www.cs.uwlax.edu/,Computers
533659,http://www.cs.wisc.edu/,Computers
533660,http://www.uwplatt.edu/csse/,Computers
533661,http://www.uwosh.edu/computer_science/,Computers
533662,http://www.cs.uwyo.edu/,Computers
533663,http://www.comp.mq.edu.au/,Computers
533664,http://www.cse.unsw.edu.au/,Computers
533665,http://www.cs.usyd.edu.au/,Computers
533666,http://www.cs.adfa.edu.au/,Computers
533667,http://cs.anu.edu.au/,Computers
533668,http://www.cs.adelaide.edu.au/,Computers
533669,http://www.cis.unisa.edu.au/,Computers
533670,http://www.infocom.cqu.edu.au/,Computers
533671,http://www.cs.jcu.edu.au/,Computers
533672,http://www.sci.usq.edu.au/,Computers
533673,http://www.latrobe.edu.au/cs/,Computers
533674,http://www.itee.uq.edu.au/,Computers
533675,http://www.infotech.monash.edu.au/about/schools/clayton/,Computers
533676,http://www.rmit.edu.au/csit,Computers
533677,http://it.uts.edu.au/,Computers
533678,http://www.canberra.edu.au/schools/ise,Computers
533679,http://www.csse.unimelb.edu.au/,Computers
533680,http://www.bond.edu.au/about/faculties/bus/information-technology/,Computers
533681,http://www.griffith.edu.au/engineering-information-technology/school-information-communication-technology,Computers
533682,http://fcms.its.utas.edu.au/scieng/cis/,Computers
533683,http://www.scm.uws.edu.au/,Computers
533684,http://csem.flinders.edu.au,Computers
533685,http://www.cs.waikato.ac.nz/,Computers
533686,http://www.cs.auckland.ac.nz/,Computers
533687,http://www.cs.otago.ac.nz/,Computers
533688,http://www.mcs.vuw.ac.nz/,Computers
533689,http://www.cosc.canterbury.ac.nz/,Computers
533690,http://www-graphics.stanford.edu/,Computers
533691,http://www9.informatik.uni-erlangen.de/,Computers
533692,http://multires.caltech.edu/,Computers
533693,http://www.cs.sunysb.edu/~vislab/,Computers
533694,http://www.cs.utep.edu/interval-comp/,Computers
533695,http://herakles.zcu.cz/,Computers
533696,http://www.mesa3d.org/,Computers
533697,http://vrlab.epfl.ch/,Computers
533698,http://www.cs.brown.edu/stc/home.html,Computers
533699,http://www.graphics.cornell.edu/,Computers
533700,http://www.gg.caltech.edu/,Computers
533701,http://www.sci.utah.edu/,Computers
533702,http://www.cs.utah.edu/gdc/,Computers
533703,http://www.cs.utah.edu/stc/,Computers
533704,http://www.cs.princeton.edu/gfx/,Computers
533705,http://www.cs.ubc.ca/nest/imager/imager.html,Computers
533706,http://www.research.microsoft.com/research/graphics/,Computers
533707,http://www.cs.unc.edu/research/stc/,Computers
533708,http://www.msi.umn.edu/user_support/scivis/,Computers
